flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
6551,Falcon 9 Block 5 | Transporter 9 (Dedicated SSO Rideshare),2023-11-11T18:49:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Transporter 9 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
6552,Falcon 9 Block 5 | O3b mPower 5 & 6,2023-11-12T21:08:00Z,True,Launch Successful,Falcon 9,Communications,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Fifth and sixth of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,,
6554,Falcon 9 Block 5 | Starlink Group 6-28,2023-11-18T05:05:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
,Starship | Integrated Flight Test 2,2023-11-18T13:02:50Z,False,Launch was a Partial Failure,Starship,Test Flight,Suborbital,Orbital Launch Pad 1,"SpaceX Starbase, TX, USA",Second test flight of the two-stage Starship launch vehicle. The booster is expected to separate 170 seconds into flight and return to land approximately 32 km off the shore in the Gulf of Mexico. The second stage will follow a suborbital trajectory and perform an unpowered splashdown approximately 100 km off the northwest coast of Kauai (Hawaii).,,
6555,Falcon 9 Block 5 | Starlink Group 7-7,2023-11-20T10:30:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6557,Falcon 9 Block 5 | Starlink Group 6-29,2023-11-22T07:47:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6560,Falcon 9 Block 5 | Starlink Group 6-30,2023-11-28T04:20:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6562,Falcon 9 Block 5 | 425 Project Flight 1 & rideshare,2023-12-01T18:19:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","Note: Name of payload is provisional. First launch of an ultimately 5 reconnaissance satellites for the South Korean Defense Acquisition Program Administration (DAPA), with 1 satellite featuring an electro-optical infrared (EO/IR) telescope. The other 4 synthetic aperture radar (SAR) satellites are to be launched at a later date. They will be launched to low Earth orbit between 600 and 700 km by 2025, enabling South Korea’s military to observe the nuclear-armed neighbor’s key military facilities every two hours with 30-50 centimeters resolution imagery, according to a 2019 report produced by the Korea Institute of S&T Evaluation and Planning. The project is lead by the Korean Agency for Defense Development (ADD) and Korea Aerospace Research Institute (KARI), with input from Korea Aerospace Industries (KAI), Hanwha Systems and Thales Alenia Space. ESA's EIRSAT-1 is also onboard as a rideshare passenger. This 2U cubesat carries three experiments, including a novel gamma ray detector to study some of the most luminous explosions in the universe.",,
6563,Falcon 9 Block 5 | Starlink Group 6-31,2023-12-03T04:00:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6568,Falcon 9 Block 5 | Starlink Group 6-33,2023-12-07T05:07:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6569,Falcon 9 Block 5 | Starlink Group 7-8,2023-12-08T08:03:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6577,Falcon 9 Block 5 | Starlink Group 6-34,2023-12-19T04:01:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6580,Falcon 9 Block 5 | Starlink Group 6-32,2023-12-23T05:33:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6581,Falcon 9 Block 5 | SARah 2 & 3,2023-12-24T13:11:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Polar Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","SARah 2 & 3 are two passive reflector antenna radar satellites built by OHB-System, based on the reflector-antenna technology of SAR-Lupe. They are part of the three satellite constellation being built for the German government as a follow-up to the SAR-Lupe radar sat constellation.",,
6587,Falcon Heavy | OTV-7 (X-37B) (USSF-52),2023-12-29T01:07:00Z,True,Launch Successful,Falcon Heavy,Government/Top Secret,Elliptical Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","It is the seventh flight of the X-37B program. United States Air Force Orbital Test Vehicle is built by Boeing. It's an uncrewed 5000 kg, 8.8 m-long reusable mini-spaceplane capable of autonomous re-entry and landing.",,
6588,Falcon 9 Block 5 | Starlink Group 6-36,2023-12-29T04:01:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6591,Falcon 9 Block 5 | Starlink Group 7-9,2024-01-03T03:44:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6592,Falcon 9 Block 5 | Ovzon-3,2024-01-03T23:04:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Ovzon 3 is a planned small communications satellite of the Swedish / US company Ovzon . The satellite was ordered in December 2018 from Maxar Technologies to meet the demand for increased mobile broadband connectivity in under-served regions. Ovzon selected the new mid-size SSL-500 (Legion class) platform for its first satellite. The satellite will be equipped with a third party built central on-board processor (OBP) attached to high-performance steerable Ku-band beams.,,
6594,Falcon 9 Block 5 | Starlink Group 6-35,2024-01-07T22:35:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6600,Falcon 9 Block 5 | Starlink Group 7-10,2024-01-14T08:59:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6601,Falcon 9 Block 5 | Starlink Group 6-37,2024-01-15T01:52:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6603,Falcon 9 Block 5 | Axiom Space Mission 3,2024-01-18T21:49:11Z,True,Launch Successful,Falcon 9,Tourism,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",This is a Crew Dragon flight for a private company Axiom Space. The mission will carry a professionally trained commander alongside three private astronauts to and from the International Space Station. This crew will stay aboard space station for at least eight days.,,
6606,Falcon 9 Block 5 | Starlink Group 7-11,2024-01-24T00:35:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6608,Falcon 9 Block 5 | Starlink Group 6-38,2024-01-29T01:10:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6609,Falcon 9 Block 5 | Starlink Group 7-12,2024-01-29T05:57:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6610,Falcon 9 Block 5 | Cygnus CRS-2 NG-20 (S.S. Patricia “Patty” Hilliard Robertson),2024-01-30T17:07:21Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",This is the 20th flight of the Orbital ATK's uncrewed resupply spacecraft Cygnus and its 19th flight to the International Space Station under the Commercial Resupply Services contract with NASA.,,
6614,"Falcon 9 Block 5 | PACE (Plankton, Aerosol, Cloud, ocean Ecosystem)",2024-02-08T06:33:36Z,True,Launch Successful,Falcon 9,Earth Science,Sun-Synchronous Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","PACE (Plankton, Aerosol, Cloud, ocean Ecosystem) is a NASA Earth observation satellite mission. It will make global ocean color measurements to provide extended data records on ocean ecology and global biogeochemistry (e.g., carbon cycle) along with polarimetry measurements to provide extended data records on clouds and aerosols.",,
6616,Falcon 9 Block 5 | Starlink Group 7-13,2024-02-10T00:34:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6617,Falcon 9 Block 5 | USSF-124,2024-02-14T22:30:00Z,True,Launch Successful,Falcon 9,Government/Top Secret,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","2 satellites, one by L3Harris and the other by Northrop Grumman, will be launched as the Hypersonic and Ballistic Tracking Space Sensor (HBTSS) mission for the US Missile Defense Agency. These satellites have improved sensitivity to detect and track hypersonic missiles with fainter signatures. 4 SDA Tranche 0 Tracking Layer missile warning satellites by L3Harris will also be on board.",,
6619,Falcon 9 Block 5 | Nova-C IM-1,2024-02-15T06:05:37Z,True,Launch Successful,Falcon 9,Lunar Exploration,Lunar Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","This is the first flight of Nova-C lander which was developed by Intuitive Machines. This mission is a part of CLPS program and carries various NASA payloads in support of Artemis lunar program, as well as multiple commercial payloads.",,
6620,Falcon 9 Block 5 | Starlink Group 7-14,2024-02-15T21:34:30Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6624,Falcon 9 Block 5 | HTS-113BT (Merah Putih 2),2024-02-20T20:11:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","HTS-113BT is a new High Throughput Satellite telecommunications satellite in C-band/Ku-Band for PT Telkom Satelit Indonesia (Telkomsat) , a state-owned digital telecommunication company in Indonesia, for its orbital position at 113° East. Built on Thales Alenia Space's historical Spacebus 4000B2 platform, HTS 113BT will provide more than 32 Gbps capacity over Indonesia. The satellite will weigh about 4 metric tons at launch and will be delivered early 2024 for a 15-year expected lifetime.",,
6625,Falcon 9 Block 5 | Starlink Group 7-15,2024-02-23T04:11:50Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6627,Falcon 9 Block 5 | Starlink Group 6-39,2024-02-25T22:06:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6630,Falcon 9 Block 5 | Starlink Group 6-40,2024-02-29T15:30:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
6631,Falcon 9 Block 5 | Crew-8,2024-03-04T03:53:38Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA",SpaceX Crew-8 is the eighth crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
6632,Falcon 9 Block 5 | Transporter 10 (Dedicated SSO Rideshare),2024-03-04T22:05:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA","Transporter 10 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers. There will be 53 payloads on this flight, including CubeSats, MicroSats, and a hosted payload.",,
